000001||01||00000001||00000001||NORTE
000001||01||00000001||00000002||SUL
000001||01||00000001||00000003||LESTE
000001||01||00000001||00000004||OESTE
000001||01||00000001||00000005||CENTRO
000001||01||00000002||00000001||CENTRO
000001||01||00000003||00000001||CENTRO
000001||01||00000005||00000001||CENTRO
000001||01||00000005||00000002||SUL
000001||01||00000006||00000001||CENTRO
000001||01||00000007||00000001||CENTRO
000001||01||00000008||00000001||CENTRO
000001||01||00000009||00000001||CENTRO
000001||01||00000010||00000001||CENTRO
000001||01||00000011||00000001||CENTRO
000001||01||00000012||00000001||CENTRO
000001||01||00000013||00000001||CENTRO
000001||01||00000015||00000001||CENTRO
000001||01||00000016||00000001||CENTRO
000001||01||00000017||00000001||CENTRO
000001||01||00000018||00000001||CENTRO
000001||01||00000019||00000001||CENTRO
000001||01||00000020||00000001||CENTRO
000001||01||00000021||00000001||CENTRO
000001||01||00000022||00000001||CENTRO
000001||01||00000023||00000001||CENTRO
000001||01||00000024||00000001||CENTRO
000001||01||00000024||00000002||SUL
000001||01||00000025||00000001||CENTRO
000001||01||00000026||00000001||CENTRO
000001||01||00000026||00000002||OESTE
000001||01||00000027||00000001||CENTRO
000001||01||00000028||00000001||CENTRO
000001||01||00000029||00000001||CENTRO
000001||01||00000030||00000001||CENTRO
000001||01||00000031||00000001||CENTRO
000001||01||00000031||00000002||C ECOVILLE
000001||01||00000032||00000001||CENTRO
000001||01||00000032||00000002||CENTRO
000001||01||00000033||00000001||CENTRO
000001||01||00000034||00000001||CENTRO
000001||01||00000035||00000001||CENTRO
000001||01||00000036||00000001||CENTRO
000001||01||00000037||00000001||CENTRO
000001||01||00000038||00000001||CENTRO
000001||01||00000039||00000001||CENTRO
000001||01||00000040||00000001||CENTRO
000001||01||00000041||00000001||CENTRO
000001||01||00000042||00000001||CENTRO
000001||01||00000043||00000001||CENTRO
000001||01||00000044||00000001||CENTRO
000001||01||00000045||00000001||CENTRO
000001||01||00000045||00000002||ZONA NORTE
000001||01||00000046||00000001||CENTRO
000001||01||00000047||00000001||CENTRO
000001||01||00000048||00000001||CENTRO
000001||01||00000049||00000001||CENTRO
000001||01||00000050||00000001||CENTRO
000001||01||00000051||00000001||CENTRO
000001||01||00000052||00000001||CENTRO
000001||01||00000053||00000001||CENTRO
000001||01||00000054||00000001||CENTRO
000001||01||00000055||00000001||CENTRO
000001||01||00000056||00000001||CENTRO
000001||01||00000057||00000001||CENTRO
000001||01||00000058||00000001||CENTRO
000001||01||00000059||00000001||CENTRO
000001||01||00000060||00000001||CENTRO
000001||01||00000061||00000001||CENTRO
000001||01||00000062||00000001||CENTRO
000001||01||00000063||00000001||CENTRO
000001||01||00000063||00000002||VL MIRIM
000001||01||00000064||00000001||CENTRO
000001||01||00000065||00000001||CENTRO
000001||01||00000066||00000001||CENTRO
000001||01||00000067||00000001||CENTRO
000001||01||00000067||00000002||CENTRO
000001||01||00000067||00000003||GUAXINDUVA
000001||01||00000068||00000001||CENTRO
000001||01||00000069||00000001||CENTRO
000001||01||00000070||00000001||CENTRO
000001||01||00000071||00000001||CENTRO
000001||01||00000072||00000001||CENTRO
000001||01||00000073||00000001||CENTRO
000001||01||00000074||00000001||CENTRO
000001||01||00000075||00000001||CENTRO
000001||01||00000076||00000001||CENTRO
000001||01||00000077||00000001||CENTRO
000001||01||00000078||00000001||CENTRO
000001||01||00000079||00000001||CENTRO
000001||01||00000080||00000001||CENTRO
000001||01||00000081||00000001||CENTRO
000001||01||00000082||00000001||CENTRO
000001||01||00000083||00000001||CENTRO
000001||01||00000084||00000001||CENTRO
000001||01||00000085||00000001||CENTRO
000001||01||00000086||00000001||CENTRO
000001||01||00000087||00000001||CENTRO
000001||01||00000088||00000001||CENTRO
000001||01||00000089||00000001||CENTRO
000001||01||00000090||00000001||CENTRO
000001||01||00000091||00000001||CENTRO
000001||01||00000092||00000001||CENTRO
000001||01||00000093||00000001||CENTRO
000001||01||00000094||00000001||CENTRO
000001||01||00000095||00000001||CENTRO
000001||01||00000096||00000001||CENTRO
000001||01||00000097||00000001||CENTRO
000001||01||00000098||00000001||CENTRO
000001||01||00000098||00000002||CENTRO
000001||01||00000099||00000001||CENTRO
000001||01||00000100||00000001||CENTRO
000001||01||00000100||00000002||FIGUEIRO
000001||01||00000101||00000001||CENTRO
000001||01||00000102||00000001||CENTRO
000001||01||00000103||00000001||CENTRO
000001||01||00000104||00000001||CENTRO
000001||01||00000105||00000001||CENTRO
000001||01||00000106||00000001||CENTRO
000001||01||00000106||00000002||LESTE
000001||01||00000107||00000001||CENTRO
000001||01||00000108||00000001||CENTRO
000001||01||00000109||00000001||CENTRO
000001||01||00000110||00000001||CENTRO
000001||01||00000111||00000001||CENTRO
000001||01||00000112||00000001||CENTRO
000001||01||00000113||00000001||CENTRO
000001||01||00000114||00000001||CENTRO
000001||01||00000115||00000001||CENTRO
000001||01||00000116||00000001||CENTRO
000001||01||00000117||00000001||CENTRO
000001||01||00000118||00000001||CENTRO
000001||01||00000119||00000001||CENTRO
000001||01||00000120||00000001||CENTRO
000001||01||00000121||00000001||CENTRO
000001||01||00000122||00000001||CENTRO
000001||01||00000123||00000001||CENTRO
000001||01||00000124||00000001||CENTRO
000001||01||00000125||00000001||CENTRO
000001||01||00000126||00000001||CENTRO
000001||01||00000127||00000001||CENTRO
000001||01||00000129||00000001||CENTRO
000001||01||00000130||00000001||CENTRO
000001||01||00000131||00000001||CENTRO
000001||01||00000132||00000001||CENTRO
000001||01||00000133||00000001||CENTRO
000001||01||00000134||00000001||CENTRO
000001||01||00000135||00000001||CENTRO
000001||01||00000136||00000001||CENTRO
000001||01||00000137||00000001||CENTRO
000001||01||00000138||00000001||CENTRO
